n,pattern,seed,policy,C_N_online,c_star_N,r,r_star,r_ss,n_feasible,k,core_nonempty,core_epsilon,theorem11_applicable,theorem11_fires
5,B2,99,batch_reoptimize,25.713,25.713,1.0,3.0608,1.6459,17,5,True,-6.025268,True,False
5,B2,256,nearest_neighbor,27.4286,23.1085,1.1869,2.1502,,9,3,True,-3.726685,False,False
5,B2,256,cheapest_insertion,26.9724,23.1085,1.1672,2.1502,,9,3,True,-4.400152,False,False
5,B2,256,batch_reoptimize,26.9724,23.1085,1.1672,2.1502,,9,3,True,-4.400152,False,False
5,B5,42,nearest_neighbor,37.4397,26.453,1.4153,3.0129,,9,3,True,-4.412532,False,False
5,B5,42,cheapest_insertion,37.4397,26.453,1.4153,3.0129,,9,3,True,-4.412532,False,False
5,B5,42,batch_reoptimize,37.4397,26.453,1.4153,3.0129,,9,3,True,-4.412532,False,False
5,B5,123,nearest_neighbor,33.7089,27.3123,1.2342,2.9295,,6,2,True,-9.26023,False,False
5,B5,123,cheapest_insertion,33.7089,27.3123,1.2342,2.9295,,6,2,True,-9.26023,False,False
5,B5,123,batch_reoptimize,33.7089,27.3123,1.2342,2.9295,,6,2,True,-9.26023,False,False
5,B5,7,nearest_neighbor,34.42,30.1723,1.1408,2.5319,,6,2,True,-8.394771,False,False
5,B5,7,cheapest_insertion,34.42,30.1723,1.1408,2.5319,,6,2,True,-8.394771,False,False
5,B5,7,batch_reoptimize,34.42,30.1723,1.1408,2.5319,,6,2,True,-8.394771,False,False
5,B5,99,nearest_neighbor,42.5956,25.713,1.6566,3.0608,,6,2,True,-6.025268,False,False
5,B5,99,cheapest_insertion,42.5956,25.713,1.6566,3.0608,,6,2,True,-6.025268,False,False
5,B5,99,batch_reoptimize,42.5956,25.713,1.6566,3.0608,,6,2,True,-6.025268,False,False
5,B5,256,nearest_neighbor,34.2778,23.1085,1.4833,2.1502,,6,2,True,-3.08213,False,False
5,B5,256,cheapest_insertion,34.2778,23.1085,1.4833,2.1502,,6,2,True,-3.08213,False,False
5,B5,256,batch_reoptimize,34.2778,23.1085,1.4833,2.1502,,6,2,True,-3.08213,False,False
5,C,42,nearest_neighbor,27.2289,26.453,1.0293,3.0129,1.6439,17,5,True,-4.412532,True,False
5,C,42,cheapest_insertion,27.2289,26.453,1.0293,3.0129,1.6439,17,5,True,-4.412532,True,False
5,C,42,batch_reoptimize,27.2289,26.453,1.0293,3.0129,1.6439,17,5,True,-4.412532,True,False
5,C,123,nearest_neighbor,34.0349,27.3123,1.2461,2.9295,1.5006,17,5,True,-3.475628,True,False
5,C,123,cheapest_insertion,27.4634,27.3123,1.0055,2.9295,1.5006,17,5,True,-6.761412,True,False
5,C,123,batch_reoptimize,27.4634,27.3123,1.0055,2.9295,1.5006,17,5,True,-6.761412,True,False
5,C,7,nearest_neighbor,40.7564,30.1723,1.3508,2.5319,1.5574,17,5,True,-3.117084,True,False
5,C,7,cheapest_insertion,34.3614,30.1723,1.1388,2.5319,1.5574,17,5,True,-6.314593,True,False
5,C,7,batch_reoptimize,34.3614,30.1723,1.1388,2.5319,1.5574,17,5,True,-6.314593,True,False
5,C,99,nearest_neighbor,27.2766,25.713,1.0608,3.0608,1.2331,17,5,True,-2.214513,True,False
5,C,99,cheapest_insertion,25.8294,25.713,1.0045,3.0608,1.2331,17,5,True,-2.938143,True,False
5,C,99,batch_reoptimize,25.8294,25.713,1.0045,3.0608,1.2331,17,5,True,-2.938143,True,False
5,C,256,nearest_neighbor,27.2465,23.1085,1.1791,2.1502,1.3494,17,5,True,-1.968182,True,False
5,C,256,cheapest_insertion,23.1544,23.1085,1.002,2.1502,1.3494,17,5,True,-4.014221,True,False
5,C,256,batch_reoptimize,23.1544,23.1085,1.002,2.1502,1.3494,17,5,True,-4.014221,True,False
5,D,42,nearest_neighbor,32.7025,26.453,1.2363,3.0129,,13,4,True,-4.412532,False,False
5,D,42,cheapest_insertion,32.7025,26.453,1.2363,3.0129,,13,4,True,-4.412532,False,False
5,D,42,batch_reoptimize,32.7025,26.453,1.2363,3.0129,,13,4,True,-4.412532,False,False
5,D,123,nearest_neighbor,34.7614,27.3123,1.2727,2.9295,,8,3,True,-7.885282,False,False
5,D,123,cheapest_insertion,33.6627,27.3123,1.2325,2.9295,,8,3,True,-8.251493,False,False
5,D,123,batch_reoptimize,33.6627,27.3123,1.2325,2.9295,,8,3,True,-8.251493,False,False
5,D,7,nearest_neighbor,36.3914,30.1723,1.2061,2.5319,,10,4,True,-4.919313,False,False
5,D,7,cheapest_insertion,35.4671,30.1723,1.1755,2.5319,,10,4,True,-5.227413,False,False
5,D,7,batch_reoptimize,35.4671,30.1723,1.1755,2.5319,,10,4,True,-5.227413,False,False
5,D,99,nearest_neighbor,28.2476,25.713,1.0986,3.0608,,11,4,True,-6.025268,False,False
5,D,99,cheapest_insertion,27.2863,25.713,1.0612,3.0608,,11,4,True,-6.025268,False,False
5,D,99,batch_reoptimize,27.2863,25.713,1.0612,3.0608,,11,4,True,-6.025268,False,False
5,D,256,nearest_neighbor,34.4751,23.1085,1.4919,2.1502,,7,3,True,-2.075539,False,False
5,D,256,cheapest_insertion,32.8974,23.1085,1.4236,2.1502,,7,3,True,-2.469961,False,False
5,D,256,batch_reoptimize,32.8974,23.1085,1.4236,2.1502,,7,3,True,-2.469961,False,False
5,E,42,nearest_neighbor,28.5821,26.453,1.0805,3.0129,1.6439,17,5,True,-4.412532,True,False
5,E,42,cheapest_insertion,28.5821,26.453,1.0805,3.0129,1.6439,17,5,True,-4.412532,True,False
5,E,42,batch_reoptimize,28.5821,26.453,1.0805,3.0129,1.6439,17,5,True,-4.412532,True,False
5,E,123,nearest_neighbor,28.9788,27.3123,1.061,2.9295,1.6186,17,5,True,-7.614507,True,False
5,E,123,cheapest_insertion,28.9788,27.3123,1.061,2.9295,1.6186,17,5,True,-7.614507,True,False
5,E,123,batch_reoptimize,28.9788,27.3123,1.061,2.9295,1.6186,17,5,True,-7.614507,True,False
5,E,7,nearest_neighbor,36.4525,30.1723,1.2081,2.5319,1.5435,17,5,True,-5.059468,True,False
5,E,7,cheapest_insertion,33.9232,30.1723,1.1243,2.5319,1.5435,17,5,True,-6.171593,True,False
5,E,7,batch_reoptimize,33.9232,30.1723,1.1243,2.5319,1.5435,17,5,True,-6.171593,True,False
5,E,99,nearest_neighbor,30.3123,25.713,1.1789,3.0608,,13,4,True,-5.963728,False,False
5,E,99,cheapest_insertion,28.8651,25.713,1.1226,3.0608,,13,4,True,-6.025268,False,False
5,E,99,batch_reoptimize,28.8651,25.713,1.1226,3.0608,,13,4,True,-6.025268,False,False
5,E,256,nearest_neighbor,28.3672,23.1085,1.2276,2.1502,,8,3,True,-2.950022,False,False
5,E,256,cheapest_insertion,25.2941,23.1085,1.0946,2.1502,,9,3,True,-4.400152,False,False
5,E,256,batch_reoptimize,25.2941,23.1085,1.0946,2.1502,,9,3,True,-4.400152,False,False
7,A,42,nearest_neighbor,32.0911,31.3403,1.024,3.7104,1.1279,127,7,True,-1.629364,True,False
7,A,42,cheapest_insertion,31.6314,31.3403,1.0093,3.7104,1.1279,127,7,True,-1.859228,True,False
7,A,42,batch_reoptimize,31.3403,31.3403,1.0,3.7104,1.1279,127,7,True,-2.004788,True,False
7,A,123,nearest_neighbor,29.7434,29.7434,1.0,3.5295,1.2448,127,7,True,-2.18487,True,False
7,A,123,cheapest_insertion,30.4636,29.7434,1.0242,3.5295,1.2448,127,7,True,-1.568708,True,False
7,A,123,batch_reoptimize,29.7434,29.7434,1.0,3.5295,1.2448,127,7,True,-2.18487,True,False
7,A,7,nearest_neighbor,36.4525,31.0085,1.1756,3.3917,1.2491,127,7,False,1.648868,True,False
7,A,7,cheapest_insertion,31.0085,31.0085,1.0,3.3917,1.2491,127,7,True,-3.01744,True,False
7,A,7,batch_reoptimize,31.0085,31.0085,1.0,3.3917,1.2491,127,7,True,-3.01744,True,False
7,A,99,nearest_neighbor,32.6727,29.6249,1.1029,3.8005,1.2023,127,7,True,-0.438043,True,False
7,A,99,cheapest_insertion,30.0328,29.6249,1.0138,3.8005,1.2023,127,7,True,-2.637973,True,False
7,A,99,batch_reoptimize,29.6249,29.6249,1.0,3.8005,1.2023,127,7,True,-2.977925,True,False
7,A,256,nearest_neighbor,29.1967,24.7355,1.1804,3.2983,1.1715,127,7,False,1.176925,True,True
7,A,256,cheapest_insertion,24.7355,24.7355,1.0,3.2983,1.1715,127,7,True,-2.120641,True,False
7,A,256,batch_reoptimize,24.7355,24.7355,1.0,3.2983,1.1715,127,7,True,-2.120641,True,False
7,B1,42,nearest_neighbor,35.6568,31.3403,1.1377,3.7104,1.6363,65,7,True,-4.412532,True,False
7,B1,42,cheapest_insertion,35.2134,31.3403,1.1236,3.7104,1.6363,65,7,True,-4.412532,True,False
7,B1,42,batch_reoptimize,35.2134,31.3403,1.1236,3.7104,1.6363,65,7,True,-4.412532,True,False
7,B1,123,nearest_neighbor,35.5389,29.7434,1.1948,3.5295,1.4597,65,7,True,-3.939199,True,False
7,B1,123,cheapest_insertion,31.9078,29.7434,1.0728,3.5295,1.4597,65,7,True,-5.754712,True,False
7,B1,123,batch_reoptimize,31.9078,29.7434,1.0728,3.5295,1.4597,65,7,True,-5.754712,True,False
7,B1,7,nearest_neighbor,32.3147,31.0085,1.0421,3.3917,1.3683,65,7,True,-5.057164,True,False
7,B1,7,cheapest_insertion,35.0803,31.0085,1.1313,3.3917,1.3683,65,7,True,-3.674367,True,False
7,B1,7,batch_reoptimize,32.3147,31.0085,1.0421,3.3917,1.3683,65,7,True,-5.057164,True,False
7,B1,99,nearest_neighbor,37.7913,29.6249,1.2757,3.8005,1.5255,65,7,True,-3.700916,True,False
7,B1,99,cheapest_insertion,34.1848,29.6249,1.1539,3.8005,1.5255,65,7,True,-5.504171,True,False
7,B1,99,batch_reoptimize,33.6164,29.6249,1.1347,3.8005,1.5255,65,7,True,-5.788367,True,False
7,B1,256,nearest_neighbor,35.528,24.7355,1.4363,3.2983,,49,6,True,-2.620431,False,False
7,B1,256,cheapest_insertion,30.2186,24.7355,1.2217,3.2983,,49,6,True,-4.400152,False,False
7,B1,256,batch_reoptimize,27.8185,24.7355,1.1246,3.2983,,49,6,True,-4.400152,False,False
7,B2,42,nearest_neighbor,35.6568,31.3403,1.1377,3.7104,,49,6,True,-4.412532,False,False
7,B2,42,cheapest_insertion,35.2134,31.3403,1.1236,3.7104,,49,6,True,-4.412532,False,False
7,B2,42,batch_reoptimize,35.2134,31.3403,1.1236,3.7104,,49,6,True,-4.412532,False,False
7,B2,123,nearest_neighbor,35.5389,29.7434,1.1948,3.5295,,21,4,True,-8.186712,False,False
7,B2,123,cheapest_insertion,31.9078,29.7434,1.0728,3.5295,,25,5,True,-8.48539,False,False
7,B2,123,batch_reoptimize,31.9078,29.7434,1.0728,3.5295,,25,5,True,-8.48539,False,False
7,B2,7,nearest_neighbor,36.0657,31.0085,1.1631,3.3917,,29,5,True,-7.69251,False,False
7,B2,7,cheapest_insertion,35.0803,31.0085,1.1313,3.3917,,29,5,True,-7.732108,False,False
7,B2,7,batch_reoptimize,35.0803,31.0085,1.1313,3.3917,,29,5,True,-7.732108,False,False
7,B2,99,nearest_neighbor,43.7634,29.6249,1.4773,3.8005,,29,5,True,-6.025268,False,False
7,B2,99,cheapest_insertion,36.8185,29.6249,1.2428,3.8005,,29,5,True,-6.025268,False,False
7,B2,99,batch_reoptimize,36.8185,29.6249,1.2428,3.8005,,29,5,True,-6.025268,False,False
7,B2,256,nearest_neighbor,35.528,24.7355,1.4363,3.2983,,17,4,True,-3.803593,False,False
7,B2,256,cheapest_insertion,32.9508,24.7355,1.3321,3.2983,,21,5,True,-4.400152,False,False
7,B2,256,batch_reoptimize,32.9508,24.7355,1.3321,3.2983,,21,5,True,-4.400152,False,False
7,B5,42,nearest_neighbor,58.1401,31.3403,1.8551,3.7104,,13,3,True,-4.412532,False,False
7,B5,42,cheapest_insertion,54.6085,31.3403,1.7424,3.7104,,13,3,True,-4.412532,False,False
7,B5,42,batch_reoptimize,54.6085,31.3403,1.7424,3.7104,,13,3,True,-4.412532,False,False
7,B5,123,nearest_neighbor,42.3312,29.7434,1.4232,3.5295,,8,2,True,-8.852278,False,False
7,B5,123,cheapest_insertion,42.3312,29.7434,1.4232,3.5295,,8,2,True,-8.852278,False,False
7,B5,123,batch_reoptimize,42.3312,29.7434,1.4232,3.5295,,8,2,True,-8.852278,False,False
7,B5,7,nearest_neighbor,45.6798,31.0085,1.4731,3.3917,,8,2,True,-7.732108,False,False
7,B5,7,cheapest_insertion,45.6798,31.0085,1.4731,3.3917,,8,2,True,-7.732108,False,False
7,B5,7,batch_reoptimize,45.6798,31.0085,1.4731,3.3917,,8,2,True,-7.732108,False,False
7,B5,99,nearest_neighbor,51.2956,29.6249,1.7315,3.8005,,10,3,True,-6.025268,False,False
7,B5,99,cheapest_insertion,51.2956,29.6249,1.7315,3.8005,,10,3,True,-6.025268,False,False
7,B5,99,batch_reoptimize,51.2956,29.6249,1.7315,3.8005,,10,3,True,-6.025268,False,False
7,B5,256,nearest_neighbor,41.4116,24.7355,1.6742,3.2983,,8,2,True,-4.400152,False,False
7,B5,256,cheapest_insertion,41.4116,24.7355,1.6742,3.2983,,8,2,True,-4.400152,False,False
7,B5,256,batch_reoptimize,41.4116,24.7355,1.6742,3.2983,,8,2,True,-4.400152,False,False
7,C,42,nearest_neighbor,32.1366,31.3403,1.0254,3.7104,1.5753,65,7,True,-4.412532,True,False
7,C,42,cheapest_insertion,32.1366,31.3403,1.0254,3.7104,1.5753,65,7,True,-4.412532,True,False
7,C,42,batch_reoptimize,32.1366,31.3403,1.0254,3.7104,1.5753,65,7,True,-4.412532,True,False
7,C,123,nearest_neighbor,29.8377,29.7434,1.0032,3.5295,1.2448,65,7,True,-3.592897,True,False
7,C,123,cheapest_insertion,30.5579,29.7434,1.0274,3.5295,1.2448,65,7,True,-3.232772,True,False
7,C,123,batch_reoptimize,29.8377,29.7434,1.0032,3.5295,1.2448,65,7,True,-3.592897,True,False
7,C,7,nearest_neighbor,37.9331,31.0085,1.2233,3.3917,1.619,65,7,True,-6.134476,True,False
7,C,7,cheapest_insertion,34.7002,31.0085,1.1191,3.3917,1.619,65,7,True,-7.527991,True,False
7,C,7,batch_reoptimize,34.7002,31.0085,1.1191,3.3917,1.619,65,7,True,-7.527991,True,False
7,C,99,nearest_neighbor,32.7891,29.6249,1.1068,3.8005,1.2023,65,7,True,-1.414213,True,False
7,C,99,cheapest_insertion,29.7412,29.6249,1.0039,3.8005,1.2023,65,7,True,-2.938143,True,False
7,C,99,batch_reoptimize,29.7412,29.6249,1.0039,3.8005,1.2023,65,7,True,-2.938143,True,False
7,C,256,nearest_neighbor,32.7697,24.7355,1.3248,3.2983,1.6186,65,7,True,-3.634089,True,False
7,C,256,cheapest_insertion,32.9079,24.7355,1.3304,3.2983,1.6186,65,7,True,-3.564957,True,False
7,C,256,batch_reoptimize,31.6415,24.7355,1.2792,3.2983,1.6186,65,7,True,-4.198164,True,False
7,D,42,nearest_neighbor,37.0987,31.3403,1.1837,3.7104,,23,5,True,-4.412532,False,False
7,D,42,cheapest_insertion,37.6034,31.3403,1.1998,3.7104,,23,5,True,-4.412532,False,False
7,D,42,batch_reoptimize,37.6034,31.3403,1.1998,3.7104,,23,5,True,-4.412532,False,False
7,D,123,nearest_neighbor,39.1173,29.7434,1.3152,3.5295,,11,3,True,-8.712776,False,False
7,D,123,cheapest_insertion,34.6535,29.7434,1.1651,3.5295,,11,3,True,-8.852278,False,False
7,D,123,batch_reoptimize,34.6535,29.7434,1.1651,3.5295,,11,3,True,-8.852278,False,False
7,D,7,nearest_neighbor,37.5369,31.0085,1.2105,3.3917,,18,4,True,-7.732108,False,False
7,D,7,cheapest_insertion,37.5369,31.0085,1.2105,3.3917,,18,4,True,-7.732108,False,False
7,D,7,batch_reoptimize,37.5369,31.0085,1.2105,3.3917,,18,4,True,-7.732108,False,False
7,D,99,nearest_neighbor,35.8378,29.6249,1.2097,3.8005,,23,5,True,-6.025268,False,False
7,D,99,cheapest_insertion,32.6727,29.6249,1.1029,3.8005,,23,5,True,-6.025268,False,False
7,D,99,batch_reoptimize,32.6727,29.6249,1.1029,3.8005,,23,5,True,-6.025268,False,False
7,D,256,nearest_neighbor,36.102,24.7355,1.4595,3.2983,,11,3,True,-4.400152,False,False
7,D,256,cheapest_insertion,34.5243,24.7355,1.3957,3.2983,,13,4,True,-4.400152,False,False
7,D,256,batch_reoptimize,34.5243,24.7355,1.3957,3.2983,,13,4,True,-4.400152,False,False
7,E,42,nearest_neighbor,39.1032,31.3403,1.2477,3.7104,,41,6,True,-4.412532,False,False
7,E,42,cheapest_insertion,41.2705,31.3403,1.3169,3.7104,,41,6,True,-4.412532,False,False
7,E,42,batch_reoptimize,38.2904,31.3403,1.2218,3.7104,,41,6,True,-4.412532,False,False
7,E,123,nearest_neighbor,36.5559,29.7434,1.229,3.5295,,49,6,True,-7.123148,False,False
7,E,123,cheapest_insertion,35.7892,29.7434,1.2033,3.5295,,49,6,True,-7.37874,False,False
7,E,123,batch_reoptimize,35.9232,29.7434,1.2078,3.5295,,49,6,True,-7.758142,False,False
7,E,7,nearest_neighbor,38.0168,31.0085,1.226,3.3917,1.619,65,7,True,-6.09263,True,False
7,E,7,cheapest_insertion,34.7839,31.0085,1.1218,3.3917,1.619,65,7,True,-7.500094,True,False
7,E,7,batch_reoptimize,34.7839,31.0085,1.1218,3.3917,1.619,65,7,True,-7.500094,True,False
7,E,99,nearest_neighbor,39.3134,29.6249,1.327,3.8005,,27,5,True,-4.99447,False,False
7,E,99,cheapest_insertion,39.4191,29.6249,1.3306,3.8005,,35,6,True,-4.959256,False,False
7,E,99,batch_reoptimize,39.4191,29.6249,1.3306,3.8005,,35,6,True,-4.959256,False,False
7,E,256,nearest_neighbor,28.4412,24.7355,1.1498,3.2983,,14,4,True,-4.400152,False,False
7,E,256,cheapest_insertion,31.1495,24.7355,1.2593,3.2983,,21,5,True,-4.400152,False,False
7,E,256,batch_reoptimize,31.1495,24.7355,1.2593,3.2983,,21,5,True,-4.400152,False,False
10,A,42,nearest_neighbor,39.9229,33.3283,1.1979,4.3207,1.1324,1023,10,False,3.47623,True,True
10,A,42,cheapest_insertion,33.3283,33.3283,1.0,4.3207,1.1324,1023,10,True,-1.712612,True,False
10,A,42,batch_reoptimize,33.3283,33.3283,1.0,4.3207,1.1324,1023,10,True,-1.712612,True,False
10,A,123,nearest_neighbor,33.1288,31.4645,1.0529,4.5082,1.1496,1023,10,False,0.109851,True,False
10,A,123,cheapest_insertion,31.73,31.4645,1.0084,4.5082,1.1496,1023,10,True,-1.131431,True,False
10,A,123,batch_reoptimize,31.4645,31.4645,1.0,4.5082,1.1496,1023,10,True,-1.36376,True,False
10,A,7,nearest_neighbor,35.0872,35.0872,1.0,4.3573,1.2202,1023,10,True,-2.596478,True,False
10,A,7,cheapest_insertion,35.0872,35.0872,1.0,4.3573,1.2202,1023,10,True,-2.596478,True,False
10,A,7,batch_reoptimize,35.0872,35.0872,1.0,4.3573,1.2202,1023,10,True,-2.596478,True,False
10,A,99,nearest_neighbor,43.3027,36.9963,1.1705,4.6296,1.162,1023,10,False,3.432802,True,True
10,A,99,cheapest_insertion,40.8931,36.9963,1.1053,4.6296,1.162,1023,10,False,1.264209,True,False
10,A,99,batch_reoptimize,36.9963,36.9963,1.0,4.6296,1.162,1023,10,True,-2.242897,True,False
10,A,256,nearest_neighbor,38.2044,30.6988,1.2445,4.0803,1.1382,1023,10,False,5.362531,True,True
10,A,256,cheapest_insertion,30.6988,30.6988,1.0,4.0803,1.1382,1023,10,True,-1.30911,True,False
10,A,256,batch_reoptimize,30.6988,30.6988,1.0,4.0803,1.1382,1023,10,True,-1.30911,True,False
10,B1,42,nearest_neighbor,47.4106,33.3283,1.4225,4.3207,1.5983,513,10,True,-2.929135,True,False
10,B1,42,cheapest_insertion,39.1721,33.3283,1.1753,4.3207,1.5983,513,10,True,-4.412532,True,False
10,B1,42,batch_reoptimize,37.6502,33.3283,1.1297,4.3207,1.5983,513,10,True,-4.412532,True,False
10,B1,123,nearest_neighbor,44.7783,31.4645,1.4231,4.5082,,257,8,True,-4.538012,False,False
10,B1,123,cheapest_insertion,34.3806,31.4645,1.0927,4.5082,,257,8,True,-5.063064,False,False
10,B1,123,batch_reoptimize,34.1901,31.4645,1.0866,4.5082,,257,8,True,-5.063064,False,False
10,B1,7,nearest_neighbor,40.5456,35.0872,1.1556,4.3573,,321,9,True,-7.732108,False,False
10,B1,7,cheapest_insertion,44.1913,35.0872,1.2595,4.3573,,321,9,True,-6.729376,False,False
10,B1,7,batch_reoptimize,39.5798,35.0872,1.128,4.3573,,321,9,True,-7.732108,False,False
10,B1,99,nearest_neighbor,51.6775,36.9963,1.3968,4.6296,,385,9,True,-3.67361,False,False
10,B1,99,cheapest_insertion,43.8282,36.9963,1.1847,4.6296,,385,9,True,-6.025268,False,False
10,B1,99,batch_reoptimize,41.1471,36.9963,1.1122,4.6296,,385,9,True,-6.025268,False,False
10,B1,256,nearest_neighbor,41.6815,30.6988,1.3578,4.0803,,177,8,True,-2.735226,False,False
10,B1,256,cheapest_insertion,35.6309,30.6988,1.1607,4.0803,,273,9,True,-4.400152,False,False
10,B1,256,batch_reoptimize,34.3006,30.6988,1.1173,4.0803,,177,8,True,-4.400152,False,False
10,B2,42,nearest_neighbor,39.6156,33.3283,1.1886,4.3207,,113,7,True,-4.412532,False,False
10,B2,42,cheapest_insertion,39.1721,33.3283,1.1753,4.3207,,113,7,True,-4.412532,False,False
10,B2,42,batch_reoptimize,39.1721,33.3283,1.1753,4.3207,,113,7,True,-4.412532,False,False
10,B2,123,nearest_neighbor,37.7533,31.4645,1.1999,4.5082,,41,5,True,-5.063064,False,False
10,B2,123,cheapest_insertion,35.3291,31.4645,1.1228,4.5082,,81,7,True,-5.063064,False,False
10,B2,123,batch_reoptimize,35.3291,31.4645,1.1228,4.5082,,81,7,True,-5.063064,False,False
10,B2,7,nearest_neighbor,47.3038,35.0872,1.3482,4.3573,,93,7,True,-7.732108,False,False
10,B2,7,cheapest_insertion,46.9416,35.0872,1.3379,4.3573,,93,7,True,-7.732108,False,False
10,B2,7,batch_reoptimize,46.9416,35.0872,1.3379,4.3573,,93,7,True,-7.732108,False,False
10,B2,99,nearest_neighbor,45.0879,36.9963,1.2187,4.6296,,77,6,True,-6.025268,False,False
10,B2,99,cheapest_insertion,44.2115,36.9963,1.195,4.6296,,77,6,True,-6.025268,False,False
10,B2,99,batch_reoptimize,44.2115,36.9963,1.195,4.6296,,77,6,True,-6.025268,False,False
10,B2,256,nearest_neighbor,42.1269,30.6988,1.3723,4.0803,,45,6,True,-4.400152,False,False
10,B2,256,cheapest_insertion,38.3266,30.6988,1.2485,4.0803,,77,7,True,-4.400152,False,False
10,B2,256,batch_reoptimize,37.5992,30.6988,1.2248,4.0803,,77,7,True,-4.400152,False,False
10,B5,42,nearest_neighbor,62.0988,33.3283,1.8632,4.3207,,21,4,True,-4.412532,False,False
10,B5,42,cheapest_insertion,58.5672,33.3283,1.7573,4.3207,,27,5,True,-4.412532,False,False
10,B5,42,batch_reoptimize,58.5672,33.3283,1.7573,4.3207,,27,5,True,-4.412532,False,False
10,B5,123,nearest_neighbor,63.2322,31.4645,2.0096,4.5082,,11,2,True,-5.063064,False,False
10,B5,123,cheapest_insertion,63.2322,31.4645,2.0096,4.5082,,11,2,True,-5.063064,False,False
10,B5,123,batch_reoptimize,63.2322,31.4645,2.0096,4.5082,,11,2,True,-5.063064,False,False
10,B5,7,nearest_neighbor,70.9114,35.0872,2.021,4.3573,,13,3,True,-7.732108,False,False
10,B5,7,cheapest_insertion,72.6053,35.0872,2.0693,4.3573,,13,3,True,-7.732108,False,False
10,B5,7,batch_reoptimize,72.6053,35.0872,2.0693,4.3573,,13,3,True,-7.732108,False,False
10,B5,99,nearest_neighbor,62.8562,36.9963,1.699,4.6296,,17,4,True,-6.025268,False,False
10,B5,99,cheapest_insertion,62.8562,36.9963,1.699,4.6296,,17,4,True,-6.025268,False,False
10,B5,99,batch_reoptimize,62.8562,36.9963,1.699,4.6296,,17,4,True,-6.025268,False,False
10,B5,256,nearest_neighbor,53.2851,30.6988,1.7357,4.0803,,11,2,True,-4.400152,False,False
10,B5,256,cheapest_insertion,53.2851,30.6988,1.7357,4.0803,,11,2,True,-4.400152,False,False
10,B5,256,batch_reoptimize,53.2851,30.6988,1.7357,4.0803,,11,2,True,-4.400152,False,False
10,C,42,nearest_neighbor,41.7579,33.3283,1.2529,4.3207,1.3162,513,10,True,-1.054183,True,False
10,C,42,cheapest_insertion,33.3738,33.3283,1.0014,4.3207,1.3162,513,10,True,-4.412532,True,False
10,C,42,batch_reoptimize,33.3738,33.3283,1.0014,4.3207,1.3162,513,10,True,-4.412532,True,False
10,C,123,nearest_neighbor,35.4544,31.4645,1.1268,4.5082,1.2206,513,10,True,-1.47488,True,False
10,C,123,cheapest_insertion,31.8243,31.4645,1.0114,4.5082,1.2206,513,10,True,-3.289946,True,False
10,C,123,batch_reoptimize,31.5588,31.4645,1.003,4.5082,1.2206,513,10,True,-3.422705,True,False
10,C,7,nearest_neighbor,35.089,35.0872,1.0001,4.3573,1.2202,513,10,True,-3.861805,True,False
10,C,7,cheapest_insertion,35.089,35.0872,1.0001,4.3573,1.2202,513,10,True,-3.861805,True,False
10,C,7,batch_reoptimize,35.089,35.0872,1.0001,4.3573,1.2202,513,10,True,-3.861805,True,False
10,C,99,nearest_neighbor,43.419,36.9963,1.1736,4.6296,1.162,513,10,False,0.215024,True,True
10,C,99,cheapest_insertion,37.1127,36.9963,1.0031,4.6296,1.162,513,10,True,-2.938143,True,False
10,C,99,batch_reoptimize,37.1127,36.9963,1.0031,4.6296,1.162,513,10,True,-2.938143,True,False
10,C,256,nearest_neighbor,42.7913,30.6988,1.3939,4.0803,1.4692,513,10,True,-1.155717,True,False
10,C,256,cheapest_insertion,36.2193,30.6988,1.1798,4.0803,1.4692,513,10,True,-4.374898,True,False
10,C,256,batch_reoptimize,36.2193,30.6988,1.1798,4.0803,1.4692,513,10,True,-4.374898,True,False
10,D,42,nearest_neighbor,44.431,33.3283,1.3331,4.3207,,39,5,True,-4.412532,False,False
10,D,42,cheapest_insertion,43.6308,33.3283,1.3091,4.3207,,39,5,True,-4.412532,False,False
10,D,42,batch_reoptimize,43.6308,33.3283,1.3091,4.3207,,39,5,True,-4.412532,False,False
10,D,123,nearest_neighbor,40.9999,31.4645,1.3031,4.5082,,19,4,True,-5.063064,False,False
10,D,123,cheapest_insertion,39.6338,31.4645,1.2596,4.5082,,19,4,True,-5.063064,False,False
10,D,123,batch_reoptimize,39.6338,31.4645,1.2596,4.5082,,19,4,True,-5.063064,False,False
10,D,7,nearest_neighbor,54.0782,35.0872,1.5413,4.3573,,43,5,True,-7.491771,False,False
10,D,7,cheapest_insertion,50.0865,35.0872,1.4275,4.3573,,43,5,True,-7.732108,False,False
10,D,7,batch_reoptimize,50.0865,35.0872,1.4275,4.3573,,43,5,True,-7.732108,False,False
10,D,99,nearest_neighbor,48.8785,36.9963,1.3212,4.6296,,55,6,True,-6.025268,False,False
10,D,99,cheapest_insertion,51.3517,36.9963,1.388,4.6296,,55,6,True,-6.025268,False,False
10,D,99,batch_reoptimize,45.5402,36.9963,1.2309,4.6296,,55,6,True,-6.025268,False,False
10,D,256,nearest_neighbor,41.7765,30.6988,1.3608,4.0803,,39,5,True,-4.400152,False,False
10,D,256,cheapest_insertion,45.2621,30.6988,1.4744,4.0803,,39,5,True,-4.400152,False,False
10,D,256,batch_reoptimize,41.7765,30.6988,1.3608,4.0803,,39,5,True,-4.400152,False,False
