n,pattern,seed,policy,C_N_online,c_star_N,r,r_star,r_ss,n_feasible,k,core_nonempty,core_epsilon,theorem11_applicable,theorem11_fires
5,C,7,cheapest_insertion,34.3614,30.1723,1.1388,2.5319,1.5574,17,5,True,-6.314593,True,False
5,C,7,batch_reoptimize,34.3614,30.1723,1.1388,2.5319,1.5574,17,5,True,-6.314593,True,False
5,C,99,nearest_neighbor,27.2766,25.713,1.0608,3.0608,1.2331,17,5,True,-2.214513,True,False
5,C,99,cheapest_insertion,25.8294,25.713,1.0045,3.0608,1.2331,17,5,True,-2.938143,True,False
5,C,99,batch_reoptimize,25.8294,25.713,1.0045,3.0608,1.2331,17,5,True,-2.938143,True,False
5,C,256,nearest_neighbor,27.2465,23.1085,1.1791,2.1502,1.3494,17,5,True,-1.968182,True,False
5,C,256,cheapest_insertion,23.1544,23.1085,1.002,2.1502,1.3494,17,5,True,-4.014221,True,False
5,C,256,batch_reoptimize,23.1544,23.1085,1.002,2.1502,1.3494,17,5,True,-4.014221,True,False
5,D,42,nearest_neighbor,32.7025,26.453,1.2363,3.2588,,13,4,True,-8.206266,False,False
5,D,42,cheapest_insertion,32.7025,26.453,1.2363,3.2588,,13,4,True,-8.206266,False,False
5,D,42,batch_reoptimize,32.7025,26.453,1.2363,3.2588,,13,4,True,-8.206266,False,False
5,D,123,nearest_neighbor,34.7614,27.3123,1.2727,3.0332,,8,3,True,-7.897954,False,False
5,D,123,cheapest_insertion,33.6627,27.3123,1.2325,3.0332,,8,3,True,-8.264165,False,False
5,D,123,batch_reoptimize,33.6627,27.3123,1.2325,3.0332,,8,3,True,-8.264165,False,False
5,D,7,nearest_neighbor,36.3914,30.1723,1.2061,2.7595,,10,4,True,-4.919313,False,False
5,D,7,cheapest_insertion,35.4671,30.1723,1.1755,2.7595,,10,4,True,-5.227413,False,False
5,D,7,batch_reoptimize,35.4671,30.1723,1.1755,2.7595,,10,4,True,-5.227413,False,False
5,D,99,nearest_neighbor,28.2476,25.713,1.0986,3.4103,,11,4,True,-10.018257,False,False
5,D,99,cheapest_insertion,27.2863,25.713,1.0612,3.4103,,11,4,True,-10.338683,False,False
5,D,99,batch_reoptimize,27.2863,25.713,1.0612,3.4103,,11,4,True,-10.338683,False,False
5,D,256,nearest_neighbor,34.4751,26.2283,1.3144,2.2764,,7,3,True,-3.799635,False,False
5,D,256,cheapest_insertion,32.8974,26.2283,1.2543,2.2764,,7,3,True,-4.194056,False,False
5,D,256,batch_reoptimize,32.8974,26.2283,1.2543,2.2764,,7,3,True,-4.194056,False,False
5,E,42,nearest_neighbor,28.5821,26.453,1.0805,3.2477,1.6439,17,5,True,-7.452376,True,False
5,E,42,cheapest_insertion,28.5821,26.453,1.0805,3.2477,1.6439,17,5,True,-7.452376,True,False
5,E,42,batch_reoptimize,28.5821,26.453,1.0805,3.2477,1.6439,17,5,True,-7.452376,True,False
5,E,123,nearest_neighbor,28.9788,27.369,1.0588,3.0499,1.6152,17,5,True,-7.614507,True,False
5,E,123,cheapest_insertion,28.9788,27.369,1.0588,3.0499,1.6152,17,5,True,-7.614507,True,False
5,E,123,batch_reoptimize,28.9788,27.369,1.0588,3.0499,1.6152,17,5,True,-7.614507,True,False
5,E,7,nearest_neighbor,36.4525,30.1723,1.2081,2.6013,1.5435,17,5,True,-5.059468,True,False
5,E,7,cheapest_insertion,33.9232,30.1723,1.1243,2.6013,1.5435,17,5,True,-6.324082,True,False
5,E,7,batch_reoptimize,33.9232,30.1723,1.1243,2.6013,1.5435,17,5,True,-6.324082,True,False
5,E,99,nearest_neighbor,30.3123,25.713,1.1789,3.0662,,13,4,True,-6.010208,False,False
5,E,99,cheapest_insertion,28.8651,25.713,1.1226,3.0662,,13,4,True,-6.164707,False,False
5,E,99,batch_reoptimize,28.8651,25.713,1.1226,3.0662,,13,4,True,-6.164707,False,False
5,E,256,nearest_neighbor,28.3672,23.6808,1.1979,2.5356,,8,3,True,-4.233142,False,False
5,E,256,cheapest_insertion,25.2941,23.6808,1.0681,2.5356,,9,3,True,-4.972414,False,False
5,E,256,batch_reoptimize,25.2941,23.6808,1.0681,2.5356,,9,3,True,-4.972414,False,False
7,A,42,nearest_neighbor,32.0911,31.3403,1.024,3.7104,1.1279,127,7,True,-1.629364,True,False
7,A,42,cheapest_insertion,31.6314,31.3403,1.0093,3.7104,1.1279,127,7,True,-1.859228,True,False
7,A,42,batch_reoptimize,31.3403,31.3403,1.0,3.7104,1.1279,127,7,True,-2.004788,True,False
7,A,123,nearest_neighbor,29.7434,29.7434,1.0,3.5295,1.2448,127,7,True,-2.18487,True,False
7,A,123,cheapest_insertion,30.4636,29.7434,1.0242,3.5295,1.2448,127,7,True,-1.568708,True,False
7,A,123,batch_reoptimize,29.7434,29.7434,1.0,3.5295,1.2448,127,7,True,-2.18487,True,False
7,A,7,nearest_neighbor,36.4525,31.0085,1.1756,3.3917,1.2491,127,7,False,1.648868,True,False
7,A,7,cheapest_insertion,31.0085,31.0085,1.0,3.3917,1.2491,127,7,True,-3.01744,True,False
7,A,7,batch_reoptimize,31.0085,31.0085,1.0,3.3917,1.2491,127,7,True,-3.01744,True,False
7,A,99,nearest_neighbor,32.6727,29.6249,1.1029,3.8005,1.2023,127,7,True,-0.438043,True,False
7,A,99,cheapest_insertion,30.0328,29.6249,1.0138,3.8005,1.2023,127,7,True,-2.637973,True,False
7,A,99,batch_reoptimize,29.6249,29.6249,1.0,3.8005,1.2023,127,7,True,-2.977925,True,False
7,A,256,nearest_neighbor,29.1967,24.7355,1.1804,3.2983,1.1715,127,7,False,1.176925,True,True
7,A,256,cheapest_insertion,24.7355,24.7355,1.0,3.2983,1.1715,127,7,True,-2.120641,True,False
7,A,256,batch_reoptimize,24.7355,24.7355,1.0,3.2983,1.1715,127,7,True,-2.120641,True,False
7,B1,42,nearest_neighbor,35.6568,31.3403,1.1377,3.7104,1.6363,65,7,True,-4.412532,True,False
7,B1,42,cheapest_insertion,35.2134,31.3403,1.1236,3.7104,1.6363,65,7,True,-4.412532,True,False
7,B1,42,batch_reoptimize,35.2134,31.3403,1.1236,3.7104,1.6363,65,7,True,-4.412532,True,False
7,B1,123,nearest_neighbor,35.5389,29.7434,1.1948,3.5824,1.4597,65,7,True,-3.939199,True,False
7,B1,123,cheapest_insertion,31.9078,29.7434,1.0728,3.5824,1.4597,65,7,True,-5.754712,True,False
7,B1,123,batch_reoptimize,31.9078,29.7434,1.0728,3.5824,1.4597,65,7,True,-5.754712,True,False
7,B1,7,nearest_neighbor,32.3147,31.0085,1.0421,3.4605,1.3683,65,7,True,-5.057164,True,False
7,B1,7,cheapest_insertion,35.0803,31.0085,1.1313,3.4605,1.3683,65,7,True,-3.674367,True,False
7,B1,7,batch_reoptimize,32.3147,31.0085,1.0421,3.4605,1.3683,65,7,True,-5.057164,True,False
7,B1,99,nearest_neighbor,37.7913,29.6249,1.2757,3.8005,1.5255,65,7,True,-3.700916,True,False
7,B1,99,cheapest_insertion,34.1848,29.6249,1.1539,3.8005,1.5255,65,7,True,-5.504171,True,False
7,B1,99,batch_reoptimize,33.6164,29.6249,1.1347,3.8005,1.5255,65,7,True,-5.788367,True,False
7,B1,256,nearest_neighbor,35.528,24.7355,1.4363,3.2983,,49,6,True,-2.620431,False,False
7,B1,256,cheapest_insertion,30.2186,24.7355,1.2217,3.2983,,49,6,True,-4.400152,False,False
7,B1,256,batch_reoptimize,27.8185,24.7355,1.1246,3.2983,,49,6,True,-4.400152,False,False
7,B2,42,nearest_neighbor,35.6568,31.556,1.13,3.8594,,49,6,True,-6.206266,False,False
7,B2,42,cheapest_insertion,35.2134,31.556,1.1159,3.8594,,49,6,True,-6.206266,False,False
7,B2,42,batch_reoptimize,35.2134,31.556,1.1159,3.8594,,49,6,True,-6.206266,False,False
7,B2,123,nearest_neighbor,35.5389,31.6576,1.1226,3.6733,,21,4,True,-9.969965,False,False
7,B2,123,cheapest_insertion,31.9078,31.6576,1.0079,3.6733,,25,5,True,-9.525212,False,False
7,B2,123,batch_reoptimize,31.9078,31.6576,1.0079,3.6733,,25,5,True,-9.525212,False,False
7,B2,7,nearest_neighbor,36.0657,32.3147,1.1161,3.6073,,29,5,True,-9.583754,False,False
7,B2,7,cheapest_insertion,35.0803,32.3147,1.0856,3.6073,,29,5,True,-9.830101,False,False
7,B2,7,batch_reoptimize,35.0803,32.3147,1.0856,3.6073,,29,5,True,-9.830101,False,False
7,B2,99,nearest_neighbor,43.7634,30.932,1.4148,3.9234,,29,5,True,-6.722203,False,False
7,B2,99,cheapest_insertion,36.8185,30.932,1.1903,3.9234,,29,5,True,-9.012634,False,False
7,B2,99,batch_reoptimize,36.8185,30.932,1.1903,3.9234,,29,5,True,-9.012634,False,False
7,B2,256,nearest_neighbor,35.528,25.1573,1.4122,3.5701,,17,4,True,-4.337468,False,False
7,B2,256,cheapest_insertion,32.9508,25.1573,1.3098,3.5701,,21,5,True,-4.400152,False,False
7,B2,256,batch_reoptimize,32.9508,25.1573,1.3098,3.5701,,21,5,True,-4.400152,False,False
7,B5,42,nearest_neighbor,58.1401,45.657,1.2734,3.8946,,13,3,True,-12.206266,False,False
7,B5,42,cheapest_insertion,54.6085,45.657,1.1961,3.8946,,13,3,True,-12.206266,False,False
7,B5,42,batch_reoptimize,54.6085,45.657,1.1961,3.8946,,13,3,True,-12.206266,False,False
7,B5,123,nearest_neighbor,42.3312,36.4175,1.1624,4.5577,,8,2,True,-11.923247,False,False
7,B5,123,cheapest_insertion,42.3312,36.4175,1.1624,4.5577,,8,2,True,-11.923247,False,False
7,B5,123,batch_reoptimize,42.3312,36.4175,1.1624,4.5577,,8,2,True,-11.923247,False,False
7,B5,7,nearest_neighbor,45.6798,40.0491,1.1406,4.2459,,8,2,True,-15.672859,False,False
7,B5,7,cheapest_insertion,45.6798,40.0491,1.1406,4.2459,,8,2,True,-15.672859,False,False
7,B5,7,batch_reoptimize,45.6798,40.0491,1.1406,4.2459,,8,2,True,-15.672859,False,False
7,B5,99,nearest_neighbor,51.2956,39.9462,1.2841,4.3274,,10,3,True,-14.307053,False,False
7,B5,99,cheapest_insertion,51.2956,39.9462,1.2841,4.3274,,10,3,True,-14.307053,False,False
7,B5,99,batch_reoptimize,51.2956,39.9462,1.2841,4.3274,,10,3,True,-14.307053,False,False
7,B5,256,nearest_neighbor,41.4116,37.5504,1.1028,4.0392,,8,2,True,-7.200076,False,False
7,B5,256,cheapest_insertion,41.4116,37.5504,1.1028,4.0392,,8,2,True,-7.200076,False,False
7,B5,256,batch_reoptimize,41.4116,37.5504,1.1028,4.0392,,8,2,True,-7.200076,False,False
7,C,42,nearest_neighbor,32.1366,31.3403,1.0254,3.7104,1.5753,65,7,True,-4.412532,True,False
7,C,42,cheapest_insertion,32.1366,31.3403,1.0254,3.7104,1.5753,65,7,True,-4.412532,True,False
7,C,42,batch_reoptimize,32.1366,31.3403,1.0254,3.7104,1.5753,65,7,True,-4.412532,True,False
7,C,123,nearest_neighbor,29.8377,29.7434,1.0032,3.5295,1.2448,65,7,True,-3.592897,True,False
7,C,123,cheapest_insertion,30.5579,29.7434,1.0274,3.5295,1.2448,65,7,True,-3.232772,True,False
7,C,123,batch_reoptimize,29.8377,29.7434,1.0032,3.5295,1.2448,65,7,True,-3.592897,True,False
7,C,7,nearest_neighbor,37.9331,31.0085,1.2233,3.3917,1.619,65,7,True,-6.134476,True,False
7,C,7,cheapest_insertion,34.7002,31.0085,1.1191,3.3917,1.619,65,7,True,-7.527991,True,False
7,C,7,batch_reoptimize,34.7002,31.0085,1.1191,3.3917,1.619,65,7,True,-7.527991,True,False
7,C,99,nearest_neighbor,32.7891,29.6249,1.1068,3.8005,1.2023,65,7,True,-1.414213,True,False
7,C,99,cheapest_insertion,29.7412,29.6249,1.0039,3.8005,1.2023,65,7,True,-2.938143,True,False
7,C,99,batch_reoptimize,29.7412,29.6249,1.0039,3.8005,1.2023,65,7,True,-2.938143,True,False
7,C,256,nearest_neighbor,32.7697,24.7355,1.3248,3.2983,1.6186,65,7,True,-3.634089,True,False
7,C,256,cheapest_insertion,32.9079,24.7355,1.3304,3.2983,1.6186,65,7,True,-3.564957,True,False
7,C,256,batch_reoptimize,31.6415,24.7355,1.2792,3.2983,1.6186,65,7,True,-4.198164,True,False
7,D,42,nearest_neighbor,37.0987,33.0113,1.1238,4.2377,,23,5,True,-11.073648,False,False
7,D,42,cheapest_insertion,37.6034,33.0113,1.1391,4.2377,,23,5,True,-11.377824,False,False
7,D,42,batch_reoptimize,37.6034,33.0113,1.1391,4.2377,,23,5,True,-11.377824,False,False
7,D,123,nearest_neighbor,39.1173,31.9886,1.2229,3.8891,,11,3,True,-8.852278,False,False
7,D,123,cheapest_insertion,34.6535,31.9886,1.0833,3.8891,,11,3,True,-8.852278,False,False
7,D,123,batch_reoptimize,34.6535,31.9886,1.0833,3.8891,,11,3,True,-8.852278,False,False
7,D,7,nearest_neighbor,37.5369,33.2733,1.1281,3.7713,,18,4,True,-9.866054,False,False
7,D,7,cheapest_insertion,37.5369,33.2733,1.1281,3.7713,,18,4,True,-9.866054,False,False
7,D,7,batch_reoptimize,37.5369,33.2733,1.1281,3.7713,,18,4,True,-9.866054,False,False
7,D,99,nearest_neighbor,35.8378,31.5742,1.135,4.3201,,23,5,True,-10.306176,False,False
7,D,99,cheapest_insertion,32.6727,31.5742,1.0348,4.3201,,23,5,True,-12.436106,False,False
7,D,99,batch_reoptimize,32.6727,31.5742,1.0348,4.3201,,23,5,True,-12.436106,False,False
7,D,256,nearest_neighbor,36.102,29.8851,1.208,3.6357,,11,3,True,-7.647607,False,False
7,D,256,cheapest_insertion,34.5243,29.8851,1.1552,3.6357,,13,4,True,-7.170556,False,False
7,D,256,batch_reoptimize,34.5243,29.8851,1.1552,3.6357,,13,4,True,-7.170556,False,False
7,E,42,nearest_neighbor,39.1032,31.3403,1.2477,4.1346,,41,6,True,-7.645962,False,False
7,E,42,cheapest_insertion,41.2705,31.3403,1.3169,4.1346,,41,6,True,-8.182873,False,False
7,E,42,batch_reoptimize,38.2904,31.3403,1.2218,4.1346,,41,6,True,-7.916902,False,False
7,E,123,nearest_neighbor,36.5559,31.9078,1.1457,3.6819,,49,6,True,-8.458261,False,False
7,E,123,cheapest_insertion,35.7892,31.9078,1.1216,3.6819,,49,6,True,-8.713852,False,False
7,E,123,batch_reoptimize,35.9232,31.9078,1.1258,3.6819,,49,6,True,-9.009949,False,False
7,E,7,nearest_neighbor,38.0168,32.3147,1.1765,3.7334,1.5912,65,7,True,-6.70038,True,False
7,E,7,cheapest_insertion,34.7839,32.3147,1.0764,3.7334,1.5912,65,7,True,-8.316834,True,False
7,E,7,batch_reoptimize,34.7839,32.3147,1.0764,3.7334,1.5912,65,7,True,-8.316834,True,False
7,E,99,nearest_neighbor,39.3134,33.2035,1.184,3.7968,,27,5,True,-6.664983,False,False
7,E,99,cheapest_insertion,39.4191,33.2035,1.1872,3.7968,,35,6,True,-6.629769,False,False
7,E,99,batch_reoptimize,39.4191,33.2035,1.1872,3.7968,,35,6,True,-6.629769,False,False
7,E,256,nearest_neighbor,28.4412,26.3856,1.0779,3.9983,,14,4,True,-6.081349,False,False
7,E,256,cheapest_insertion,31.1495,26.3856,1.1805,3.9983,,21,5,True,-6.081349,False,False
7,E,256,batch_reoptimize,31.1495,26.3856,1.1805,3.9983,,21,5,True,-6.081349,False,False
10,A,42,nearest_neighbor,39.9229,33.3283,1.1979,4.3207,1.1324,1023,10,False,3.47623,True,True
10,A,42,cheapest_insertion,33.3283,33.3283,1.0,4.3207,1.1324,1023,10,True,-1.712612,True,False
10,A,42,batch_reoptimize,33.3283,33.3283,1.0,4.3207,1.1324,1023,10,True,-1.712612,True,False
10,A,123,nearest_neighbor,33.1288,31.4645,1.0529,4.5082,1.1496,1023,10,False,0.109851,True,False
10,A,123,cheapest_insertion,31.73,31.4645,1.0084,4.5082,1.1496,1023,10,True,-1.131431,True,False
10,A,123,batch_reoptimize,31.4645,31.4645,1.0,4.5082,1.1496,1023,10,True,-1.36376,True,False
10,A,7,nearest_neighbor,35.0872,35.0872,1.0,4.3573,1.2202,1023,10,True,-2.596478,True,False
10,A,7,cheapest_insertion,35.0872,35.0872,1.0,4.3573,1.2202,1023,10,True,-2.596478,True,False
10,A,7,batch_reoptimize,35.0872,35.0872,1.0,4.3573,1.2202,1023,10,True,-2.596478,True,False
10,A,99,nearest_neighbor,43.3027,36.9963,1.1705,4.6296,1.162,1023,10,False,3.432802,True,True
10,A,99,cheapest_insertion,40.8931,36.9963,1.1053,4.6296,1.162,1023,10,False,1.264209,True,False
10,A,99,batch_reoptimize,36.9963,36.9963,1.0,4.6296,1.162,1023,10,True,-2.242897,True,False
10,A,256,nearest_neighbor,38.2044,30.6988,1.2445,4.0803,1.1382,1023,10,False,5.362531,True,True
10,A,256,cheapest_insertion,30.6988,30.6988,1.0,4.0803,1.1382,1023,10,True,-1.30911,True,False
10,A,256,batch_reoptimize,30.6988,30.6988,1.0,4.0803,1.1382,1023,10,True,-1.30911,True,False
10,B1,42,nearest_neighbor,47.4106,34.4333,1.3769,4.4766,1.569,513,10,True,-3.307218,True,False
10,B1,42,cheapest_insertion,39.1721,34.4333,1.1376,4.4766,1.569,513,10,True,-4.412532,True,False
10,B1,42,batch_reoptimize,37.6502,34.4333,1.0934,4.4766,1.569,513,10,True,-4.412532,True,False
10,B1,123,nearest_neighbor,44.7783,32.0256,1.3982,4.6954,,257,8,True,-4.538012,False,False
10,B1,123,cheapest_insertion,34.3806,32.0256,1.0735,4.6954,,257,8,True,-8.003935,False,False
10,B1,123,batch_reoptimize,34.1901,32.0256,1.0676,4.6954,,257,8,True,-8.067439,False,False
10,B1,7,nearest_neighbor,40.5456,37.2211,1.0893,4.2454,,321,9,True,-8.423295,False,False
10,B1,7,cheapest_insertion,44.1913,37.2211,1.1873,4.2454,,321,9,True,-7.440692,False,False
10,B1,7,batch_reoptimize,39.5798,37.2211,1.0634,4.2454,,321,9,True,-8.664757,False,False
10,B1,99,nearest_neighbor,51.6775,36.9963,1.3968,4.6516,,385,9,True,-3.944683,False,False
10,B1,99,cheapest_insertion,43.8282,36.9963,1.1847,4.6516,,385,9,True,-6.025268,False,False
10,B1,99,batch_reoptimize,41.1471,36.9963,1.1122,4.6516,,385,9,True,-6.025268,False,False
10,B1,256,nearest_neighbor,41.6815,30.7694,1.3546,4.248,,177,8,True,-2.735226,False,False
10,B1,256,cheapest_insertion,35.6309,30.7694,1.158,4.248,,273,9,True,-4.400152,False,False
10,B1,256,batch_reoptimize,34.3006,30.7694,1.1148,4.248,,177,8,True,-4.400152,False,False
10,B2,42,nearest_neighbor,39.6156,35.5148,1.1155,5.1709,,113,7,True,-6.206266,False,False
10,B2,42,cheapest_insertion,39.1721,35.5148,1.103,5.1709,,113,7,True,-6.206266,False,False
10,B2,42,batch_reoptimize,39.1721,35.5148,1.103,5.1709,,113,7,True,-6.206266,False,False
10,B2,123,nearest_neighbor,37.7533,34.3806,1.0981,5.3148,,41,5,True,-11.923247,False,False
10,B2,123,cheapest_insertion,35.3291,34.3806,1.0276,5.3148,,81,7,True,-11.923247,False,False
10,B2,123,batch_reoptimize,35.3291,34.3806,1.0276,5.3148,,81,7,True,-11.923247,False,False
10,B2,7,nearest_neighbor,47.3038,42.8221,1.1047,4.4002,,93,7,True,-11.062737,False,False
10,B2,7,cheapest_insertion,46.9416,42.8221,1.0962,4.4002,,93,7,True,-11.062737,False,False
10,B2,7,batch_reoptimize,46.9416,42.8221,1.0962,4.4002,,93,7,True,-11.062737,False,False
10,B2,99,nearest_neighbor,45.0879,39.9837,1.1277,4.9696,,77,6,True,-9.012634,False,False
10,B2,99,cheapest_insertion,44.2115,39.9837,1.1057,4.9696,,77,6,True,-9.012634,False,False
10,B2,99,batch_reoptimize,44.2115,39.9837,1.1057,4.9696,,77,6,True,-9.012634,False,False
10,B2,256,nearest_neighbor,42.1269,33.629,1.2527,4.7474,,45,6,True,-4.400152,False,False
10,B2,256,cheapest_insertion,38.3266,33.629,1.1397,4.7474,,77,7,True,-4.400152,False,False
10,B2,256,batch_reoptimize,37.5992,33.629,1.1181,4.7474,,77,7,True,-4.400152,False,False
10,B5,42,nearest_neighbor,62.0988,50.9438,1.219,6.118,,21,4,True,-12.206266,False,False
10,B5,42,cheapest_insertion,58.5672,50.9438,1.1496,6.118,,27,5,True,-12.206266,False,False
