n,pattern,seed,policy,L,rho,tau,C_N_online,c_star_N,r,r_star,r_ss,n_feasible,k,core_nonempty,core_epsilon,theorem11_applicable,theorem11_fires
10,A,99,cheapest_insertion,3.1623,inf,0.0,12.9315,11.6993,1.1053,4.6296,1.162,1023,10,False,0.399778,True,False
10,A,99,batch_reoptimize,3.1623,inf,0.0,11.6993,11.6993,1.0,4.6296,1.162,1023,10,True,-0.709266,True,False
10,A,123,nearest_neighbor,3.1623,inf,0.0,10.4763,9.9499,1.0529,4.5082,1.1496,1023,10,False,0.034738,True,False
10,A,123,cheapest_insertion,3.1623,inf,0.0,10.0339,9.9499,1.0084,4.5082,1.1496,1023,10,True,-0.35779,True,False
10,A,123,batch_reoptimize,3.1623,inf,0.0,9.9499,9.9499,1.0,4.5082,1.1496,1023,10,True,-0.431259,True,False
10,A,256,nearest_neighbor,3.1623,inf,0.0,12.0813,9.7078,1.2445,4.0803,1.1382,1023,10,False,1.695781,True,True
10,A,256,cheapest_insertion,3.1623,inf,0.0,9.7078,9.7078,1.0,4.0803,1.1382,1023,10,True,-0.413977,True,False
10,A,256,batch_reoptimize,3.1623,inf,0.0,9.7078,9.7078,1.0,4.0803,1.1382,1023,10,True,-0.413977,True,False
10,B_heavy,7,nearest_neighbor,3.1623,4.0,0.1781,12.8217,11.0955,1.1556,4.3573,1.396,513,10,True,-1.333907,True,False
10,B_heavy,7,cheapest_insertion,3.1623,4.0,0.1781,13.9745,11.0955,1.2595,4.3573,1.396,513,10,True,-0.757478,True,False
10,B_heavy,7,batch_reoptimize,3.1623,4.0,0.1781,12.5162,11.0955,1.128,4.3573,1.396,513,10,True,-1.486622,True,False
10,B_heavy,42,nearest_neighbor,3.1623,4.0,0.1781,14.9925,10.5393,1.4225,4.3207,1.5983,513,10,True,-0.926274,True,False
10,B_heavy,42,cheapest_insertion,3.1623,4.0,0.1781,12.3873,10.5393,1.1753,4.3207,1.5983,513,10,True,-1.395365,True,False
10,B_heavy,42,batch_reoptimize,3.1623,4.0,0.1781,11.906,10.5393,1.1297,4.3207,1.5983,513,10,True,-1.395365,True,False
10,B_heavy,99,nearest_neighbor,3.1623,4.0,0.1781,16.3419,11.6993,1.3968,4.6296,1.4208,513,10,True,-0.140258,True,False
10,B_heavy,99,cheapest_insertion,3.1623,4.0,0.1781,13.8597,11.6993,1.1847,4.6296,1.4208,513,10,True,-1.381351,True,False
10,B_heavy,99,batch_reoptimize,3.1623,4.0,0.1781,13.0119,11.6993,1.1122,4.6296,1.4208,513,10,True,-1.805259,True,False
10,B_heavy,123,nearest_neighbor,3.1623,4.0,0.1781,11.9288,9.9499,1.1989,4.5082,1.4314,513,10,True,-1.156963,True,False
10,B_heavy,123,cheapest_insertion,3.1623,4.0,0.1781,10.8721,9.9499,1.0927,4.5082,1.4314,513,10,True,-1.601082,True,False
10,B_heavy,123,batch_reoptimize,3.1623,4.0,0.1781,10.8118,9.9499,1.0866,4.5082,1.4314,513,10,True,-1.601082,True,False
10,B_heavy,256,nearest_neighbor,3.1623,4.0,0.1781,10.9322,9.7078,1.1261,4.0803,1.3369,513,10,True,-1.02303,True,False
10,B_heavy,256,cheapest_insertion,3.1623,4.0,0.1781,11.2675,9.7078,1.1607,4.0803,1.3369,513,10,True,-0.855393,True,False
10,B_heavy,256,batch_reoptimize,3.1623,4.0,0.1781,10.425,9.7078,1.0739,4.0803,1.3369,513,10,True,-1.276661,True,False
10,B_medium,7,nearest_neighbor,3.1623,2.0,0.3562,12.8004,11.0955,1.1537,4.3573,,289,9,True,-2.071946,False,False
10,B_medium,7,cheapest_insertion,3.1623,2.0,0.3562,15.1258,11.0955,1.3632,4.3573,,289,9,True,-1.793811,False,False
10,B_medium,7,batch_reoptimize,3.1623,2.0,0.3562,12.6731,11.0955,1.1422,4.3573,,289,9,True,-2.114404,False,False
10,B_medium,42,nearest_neighbor,3.1623,2.0,0.3562,14.9925,10.5393,1.4225,4.3207,1.5983,513,10,True,-0.926274,True,False
10,B_medium,42,cheapest_insertion,3.1623,2.0,0.3562,12.3873,10.5393,1.1753,4.3207,1.5983,513,10,True,-1.395365,True,False
10,B_medium,42,batch_reoptimize,3.1623,2.0,0.3562,11.906,10.5393,1.1297,4.3207,1.5983,513,10,True,-1.395365,True,False
10,B_medium,99,nearest_neighbor,3.1623,2.0,0.3562,16.3419,11.6993,1.3968,4.6296,,257,8,True,-1.905357,False,False
10,B_medium,99,cheapest_insertion,3.1623,2.0,0.3562,13.3697,11.6993,1.1428,4.6296,,321,9,True,-1.905357,False,False
10,B_medium,99,batch_reoptimize,3.1623,2.0,0.3562,13.0119,11.6993,1.1122,4.6296,,321,9,True,-1.905357,False,False
10,B_medium,123,nearest_neighbor,3.1623,2.0,0.3562,14.1602,9.9499,1.4231,4.5082,,193,8,True,-1.435045,False,False
10,B_medium,123,cheapest_insertion,3.1623,2.0,0.3562,10.8721,9.9499,1.0927,4.5082,,193,8,True,-1.601082,False,False
10,B_medium,123,batch_reoptimize,3.1623,2.0,0.3562,10.8118,9.9499,1.0866,4.5082,,193,8,True,-1.601082,False,False
10,B_medium,256,nearest_neighbor,3.1623,2.0,0.3562,13.1808,9.7078,1.3578,4.0803,,161,8,True,-0.864954,False,False
10,B_medium,256,cheapest_insertion,3.1623,2.0,0.3562,11.2675,9.7078,1.1607,4.0803,,209,8,True,-1.39145,False,False
10,B_medium,256,batch_reoptimize,3.1623,2.0,0.3562,10.8468,9.7078,1.1173,4.0803,,161,8,True,-1.39145,False,False
10,B_light,7,nearest_neighbor,3.1623,0.5,1.4248,21.3589,11.0955,1.925,4.3573,,18,4,True,-2.435971,False,False
10,B_light,7,cheapest_insertion,3.1623,0.5,1.4248,19.9194,11.0955,1.7953,4.3573,,20,4,True,-2.445107,False,False
10,B_light,7,batch_reoptimize,3.1623,0.5,1.4248,19.9194,11.0955,1.7953,4.3573,,20,4,True,-2.445107,False,False
10,B_light,42,nearest_neighbor,3.1623,0.5,1.4248,20.4836,10.5393,1.9435,4.3207,,25,4,True,-1.395365,False,False
10,B_light,42,cheapest_insertion,3.1623,0.5,1.4248,18.5206,10.5393,1.7573,4.3207,,31,5,True,-1.395365,False,False
10,B_light,42,batch_reoptimize,3.1623,0.5,1.4248,18.5206,10.5393,1.7573,4.3207,,31,5,True,-1.395365,False,False
10,B_light,99,nearest_neighbor,3.1623,0.5,1.4248,19.7364,11.6993,1.687,4.6296,,17,3,True,-1.905357,False,False
10,B_light,99,cheapest_insertion,3.1623,0.5,1.4248,20.9843,11.6993,1.7936,4.6296,,21,4,True,-1.905357,False,False
10,B_light,99,batch_reoptimize,3.1623,0.5,1.4248,20.9843,11.6993,1.7936,4.6296,,21,4,True,-1.905357,False,False
10,B_light,123,nearest_neighbor,3.1623,0.5,1.4248,17.9314,9.9499,1.8022,4.5082,,13,3,True,-1.601082,False,False
10,B_light,123,cheapest_insertion,3.1623,0.5,1.4248,17.2902,9.9499,1.7377,4.5082,,14,3,True,-1.601082,False,False
10,B_light,123,batch_reoptimize,3.1623,0.5,1.4248,17.2902,9.9499,1.7377,4.5082,,14,3,True,-1.601082,False,False
10,B_light,256,nearest_neighbor,3.1623,0.5,1.4248,16.2006,9.7078,1.6688,4.0803,,11,2,True,-1.39145,False,False
10,B_light,256,cheapest_insertion,3.1623,0.5,1.4248,16.2006,9.7078,1.6688,4.0803,,11,2,True,-1.39145,False,False
10,B_light,256,batch_reoptimize,3.1623,0.5,1.4248,16.2006,9.7078,1.6688,4.0803,,11,2,True,-1.39145,False,False
10,C,7,nearest_neighbor,3.1623,2.0,0.3562,11.0962,11.0955,1.0001,4.3573,1.2202,513,10,True,-1.221173,True,False
10,C,7,cheapest_insertion,3.1623,2.0,0.3562,11.0962,11.0955,1.0001,4.3573,1.2202,513,10,True,-1.221173,True,False
10,C,7,batch_reoptimize,3.1623,2.0,0.3562,11.0962,11.0955,1.0001,4.3573,1.2202,513,10,True,-1.221173,True,False
10,C,42,nearest_neighbor,3.1623,2.0,0.3562,13.2068,10.5393,1.2531,4.3207,1.3162,513,10,True,-0.332454,True,False
10,C,42,cheapest_insertion,3.1623,2.0,0.3562,10.5555,10.5393,1.0015,4.3207,1.3162,513,10,True,-1.395365,True,False
10,C,42,batch_reoptimize,3.1623,2.0,0.3562,10.5555,10.5393,1.0015,4.3207,1.3162,513,10,True,-1.395365,True,False
10,C,99,nearest_neighbor,3.1623,2.0,0.3562,13.7349,11.6993,1.174,4.6296,1.162,513,10,False,0.070322,True,True
10,C,99,cheapest_insertion,3.1623,2.0,0.3562,11.7407,11.6993,1.0035,4.6296,1.162,513,10,True,-0.926797,True,False
10,C,99,batch_reoptimize,3.1623,2.0,0.3562,11.7407,11.6993,1.0035,4.6296,1.162,513,10,True,-0.926797,True,False
10,C,123,nearest_neighbor,3.1623,2.0,0.3562,11.2155,9.9499,1.1272,4.5082,1.2206,513,10,True,-0.464513,True,False
10,C,123,cheapest_insertion,3.1623,2.0,0.3562,10.0675,9.9499,1.0118,4.5082,1.2206,513,10,True,-1.038487,True,False
10,C,123,batch_reoptimize,3.1623,2.0,0.3562,9.9835,9.9499,1.0034,4.5082,1.2206,513,10,True,-1.080469,True,False
10,C,256,nearest_neighbor,3.1623,2.0,0.3562,13.5336,9.7078,1.3941,4.0803,1.4692,513,10,True,-0.364553,True,False
10,C,256,cheapest_insertion,3.1623,2.0,0.3562,11.4554,9.7078,1.18,4.0803,1.4692,513,10,True,-1.382853,True,False
10,C,256,batch_reoptimize,3.1623,2.0,0.3562,11.4554,9.7078,1.18,4.0803,1.4692,513,10,True,-1.382853,True,False
10,D,7,nearest_neighbor,3.1623,1.0,0.7124,14.4687,11.0955,1.304,4.3573,,73,6,True,-2.445107,False,False
10,D,7,cheapest_insertion,3.1623,1.0,0.7124,14.5894,11.0955,1.3149,4.3573,,73,6,True,-2.445107,False,False
10,D,7,batch_reoptimize,3.1623,1.0,0.7124,13.5958,11.0955,1.2253,4.3573,,97,7,True,-2.445107,False,False
10,D,42,nearest_neighbor,3.1623,1.0,0.7124,13.6321,10.5393,1.2934,4.3207,,93,7,True,-1.395365,False,False
10,D,42,cheapest_insertion,3.1623,1.0,0.7124,13.2777,10.5393,1.2598,4.3207,,93,7,True,-1.395365,False,False
10,D,42,batch_reoptimize,3.1623,1.0,0.7124,13.2777,10.5393,1.2598,4.3207,,93,7,True,-1.395365,False,False
10,D,99,nearest_neighbor,3.1623,1.0,0.7124,15.1246,11.6993,1.2928,4.6296,,97,7,True,-1.905357,False,False
10,D,99,cheapest_insertion,3.1623,1.0,0.7124,14.2151,11.6993,1.215,4.6296,,113,7,True,-1.905357,False,False
10,D,99,batch_reoptimize,3.1623,1.0,0.7124,14.2151,11.6993,1.215,4.6296,,113,7,True,-1.905357,False,False
10,D,123,nearest_neighbor,3.1623,1.0,0.7124,12.3272,9.9499,1.2389,4.5082,,28,4,True,-1.601082,False,False
10,D,123,cheapest_insertion,3.1623,1.0,0.7124,11.2879,9.9499,1.1345,4.5082,,28,4,True,-1.601082,False,False
10,D,123,batch_reoptimize,3.1623,1.0,0.7124,11.2879,9.9499,1.1345,4.5082,,28,4,True,-1.601082,False,False
10,D,256,nearest_neighbor,3.1623,1.0,0.7124,14.0487,9.7078,1.4471,4.0803,,46,6,True,-1.354206,False,False
10,D,256,cheapest_insertion,3.1623,1.0,0.7124,12.2866,9.7078,1.2656,4.0803,,54,6,True,-1.39145,False,False
10,D,256,batch_reoptimize,3.1623,1.0,0.7124,12.0566,9.7078,1.2419,4.0803,,54,6,True,-1.39145,False,False
10,E,7,nearest_neighbor,3.1623,1.0,0.7124,16.2665,11.0955,1.466,4.3573,,138,8,True,-2.445107,False,False
10,E,7,cheapest_insertion,3.1623,1.0,0.7124,14.7944,11.0955,1.3334,4.3573,,138,8,True,-2.445107,False,False
10,E,7,batch_reoptimize,3.1623,1.0,0.7124,14.7944,11.0955,1.3334,4.3573,,138,8,True,-2.445107,False,False
10,E,42,nearest_neighbor,3.1623,1.0,0.7124,16.7926,10.5393,1.5933,4.3207,,161,8,True,-1.376338,False,False
10,E,42,cheapest_insertion,3.1623,1.0,0.7124,14.914,10.5393,1.4151,4.3207,,161,8,True,-1.395365,False,False
10,E,42,batch_reoptimize,3.1623,1.0,0.7124,14.914,10.5393,1.4151,4.3207,,161,8,True,-1.395365,False,False
10,E,99,nearest_neighbor,3.1623,1.0,0.7124,17.5576,11.6993,1.5007,4.6296,,105,7,True,-1.905357,False,False
10,E,99,cheapest_insertion,3.1623,1.0,0.7124,15.1663,11.6993,1.2963,4.6296,,121,7,True,-1.905357,False,False
10,E,99,batch_reoptimize,3.1623,1.0,0.7124,14.5319,11.6993,1.2421,4.6296,,105,7,True,-1.905357,False,False
10,E,123,nearest_neighbor,3.1623,1.0,0.7124,12.1348,9.9499,1.2196,4.5082,,177,8,True,-1.601082,False,False
10,E,123,cheapest_insertion,3.1623,1.0,0.7124,13.0489,9.9499,1.3115,4.5082,,193,8,True,-1.601082,False,False
10,E,123,batch_reoptimize,3.1623,1.0,0.7124,13.0489,9.9499,1.3115,4.5082,,193,8,True,-1.601082,False,False
10,E,256,nearest_neighbor,3.1623,1.0,0.7124,11.9136,9.7078,1.2272,4.0803,,29,4,True,-1.39145,False,False
10,E,256,cheapest_insertion,3.1623,1.0,0.7124,11.4206,9.7078,1.1764,4.0803,,35,5,True,-1.39145,False,False
10,E,256,batch_reoptimize,3.1623,1.0,0.7124,11.4206,9.7078,1.1764,4.0803,,35,5,True,-1.39145,False,False
12,A,7,nearest_neighbor,3.4641,inf,0.0,12.8168,12.8168,1.0,5.0613,1.2088,4095,12,True,-0.715727,True,False
12,A,7,cheapest_insertion,3.4641,inf,0.0,13.48,12.8168,1.0517,5.0613,1.2088,4095,12,True,-0.112883,True,False
12,A,7,batch_reoptimize,3.4641,inf,0.0,12.8168,12.8168,1.0,5.0613,1.2088,4095,12,True,-0.715727,True,False
12,A,42,nearest_neighbor,3.4641,inf,0.0,12.3748,11.8015,1.0486,4.8704,1.1295,4095,12,True,-0.204666,True,False
12,A,42,cheapest_insertion,3.4641,inf,0.0,12.1087,11.8015,1.026,4.8704,1.1295,4095,12,True,-0.390775,True,False
12,A,42,batch_reoptimize,3.4641,inf,0.0,11.8015,11.8015,1.0,4.8704,1.1295,4095,12,True,-0.595589,True,False
12,A,99,nearest_neighbor,3.4641,inf,0.0,17.0519,13.3839,1.2741,5.189,1.1551,4095,12,False,2.673911,True,True
12,A,99,cheapest_insertion,3.4641,inf,0.0,14.7395,13.3839,1.1013,5.189,1.1551,4095,12,False,0.59274,True,False
12,A,99,batch_reoptimize,3.4641,inf,0.0,13.3839,13.3839,1.0,5.189,1.1551,4095,12,True,-0.627349,True,False
12,A,123,nearest_neighbor,3.4641,inf,0.0,12.3043,11.5477,1.0655,5.4599,1.1412,4095,12,False,0.235464,True,False
12,A,123,cheapest_insertion,3.4641,inf,0.0,11.6674,11.5477,1.0104,5.4599,1.1412,4095,12,True,-0.344694,True,False
12,A,123,batch_reoptimize,3.4641,inf,0.0,11.5477,11.5477,1.0,5.4599,1.1412,4095,12,True,-0.452443,True,False
12,A,256,nearest_neighbor,3.4641,inf,0.0,16.3616,12.3423,1.3257,4.6965,1.119,4095,12,False,3.207179,True,True
12,A,256,cheapest_insertion,3.4641,inf,0.0,12.3423,12.3423,1.0,4.6965,1.119,4095,12,True,-0.446763,True,False
12,A,256,batch_reoptimize,3.4641,inf,0.0,12.3423,12.3423,1.0,4.6965,1.119,4095,12,True,-0.446763,True,False
12,B_heavy,7,nearest_neighbor,3.4641,4.0,0.1781,17.2454,12.8168,1.3455,5.0613,1.3646,2049,12,True,-0.122513,True,False
12,B_heavy,7,cheapest_insertion,3.4641,4.0,0.1781,15.8666,12.8168,1.2379,5.0613,1.3646,2049,12,True,-0.811922,True,False
12,B_heavy,7,batch_reoptimize,3.4641,4.0,0.1781,14.1629,12.8168,1.105,5.0613,1.3646,2049,12,True,-1.663791,True,False
12,B_heavy,42,nearest_neighbor,3.4641,4.0,0.1781,14.8001,11.8015,1.2541,4.8704,1.5853,2049,12,True,-1.528546,True,False
12,B_heavy,42,cheapest_insertion,3.4641,4.0,0.1781,14.4368,11.8015,1.2233,4.8704,1.5853,2049,12,True,-1.528546,True,False
